ICD-9-CM CODE,CCS LVL 1,'CCS LVL 1 LABEL',CCS LVL 2,'CCS LVL 2 LABEL',CCS LVL 3,'CCS LVL 3 LABEL',CCS LVL 4,'CCS LVL 4 LABEL'
01174,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01175,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01176,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01180,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01181,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01182,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01183,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01184,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01185,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01186,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01190,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01191,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01192,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01193,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01194,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01195,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01196,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01200,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01201,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01202,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01203,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01204,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01205,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01206,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01210,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01211,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01212,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01213,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01214,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01215,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01216,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01220,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01221,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01222,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01223,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01224,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01225,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01226,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01230,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01231,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01232,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01233,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01234,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01235,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01236,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01280,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01281,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01282,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01283,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01284,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01285,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01286,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01300,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01301,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01302,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01303,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01304,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01305,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01306,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01310,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01311,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01312,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01313,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01314,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01315,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01316,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01320,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01321,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01322,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01323,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01324,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01325,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01326,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01330,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01331,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01332,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01333,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01334,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01335,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01336,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01340,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01341,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01342,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01343,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01344,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01345,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01346,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01350,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01351,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01352,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01353,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01354,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01355,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01356,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01360,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01361,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01362,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01363,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01364,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01365,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01366,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01380,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01381,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01382,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01383,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01384,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01385,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01386,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01390,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01391,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01392,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01393,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01394,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01395,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01396,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01400,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01401,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01402,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01403,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01404,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01405,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01406,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01480,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01481,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01482,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01483,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01484,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01485,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01486,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01500,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01501,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01502,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01503,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01504,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01505,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01506,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01510,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01511,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01512,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01513,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01514,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01515,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01516,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01520,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01521,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01522,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01523,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01524,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01525,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01526,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01550,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01551,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01552,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01553,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01554,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01555,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01556,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01560,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01561,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01562,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01563,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01564,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01565,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01566,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01570,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01571,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01572,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01573,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01574,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01575,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01576,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01580,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01581,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01582,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01583,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01584,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01585,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01586,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
01590,1,Infectious and parasitic diseases,1.1,Bacterial infection,1.1.1,Tuberculosis [1.],NA,NA
